0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55
86 0.54175 0.00959 -0.54143 -0.08665 0.01187 -0.00687 0.70695 0.01943 -0.72292 -0.02336 0.47039 0.2154 -0.18168 0.49945 0.61371 0.03062 0.5327 0.31282 0.62749 -0.47536 -0.16979 0.00176 0.01061 0.67437 0.01716 -0.60569 0.00555 0.2683 -0.5061 -0.53415 0.26634 -0.42735 0.04294 -0.47229 -0.16853 -0.04026 -0.2206 -0.02528 0.68456 0.0128 0.0031 0.70259 0.02006 -0.6365 0.00152 0.74783 0.01133 -0.72954 -0.03521 0.71823 0.22695 0.76563 -0.59628 0.01289 -0.67469
87 -0.01964 0.06165 0.16775 -0.16912 0.06777 0.14136 0.22899 0.08106 0.23892 0.02436 0.06442 0.00946 -0.15195 0.04511 -0.14831 0.06089 0.10714 0.17149 -0.02209 0.21299 -0.16458 0.01452 0.26205 0.31627 0.04242 0.30425 0.08418 -0.34571 0.18097 0.07355 0.13794 0.21949 0.07783 0.16195 -0.25568 -0.32185 -0.3975 -0.16582 -0.42175 -0.19209 0.25776 0.31891 0.02115 0.25622 0.09031 0.00583 0.26507 0.16958 0.10853 0.32725 0.10135 0.21668 0.314 0.11118 0.24543
88 -0.06143 -0.0024 -0.77287 -0.75276 -0.0278 2e-04 0.29868 -0.04205 -0.11922 -0.00016 0.01859 0.39304 0.59059 -0.03736 -0.0381 -0.22376 -0.02924 0.0549 -0.05552 -0.70719 -0.54807 -0.00636 0.02726 0.38604 5e-05 -0.11936 -0.00263 -0.05247 -0.77848 -0.7095 0.01145 -0.80722 -0.60661 -0.75461 -0.71765 -0.69638 0.17041 -0.70952 -0.57018 -0.71473 -0.02446 0.32822 -0.00216 -0.13979 -0.03977 0.32274 -0.04084 -0.05815 -0.00481 0.33682 0.28997 0.2705 -0.14999 -0.0516 -0.11269
89 -0.13308 -0.00026 -0.03762 0.36389 -0.00409 0.25489 -0.01273 -0.01011 0.2517 -0.01237 -0.14079 -0.14499 -0.09011 -0.12472 -0.52571 0.05331 -0.09155 -0.26512 -0.12273 -0.04967 0.33542 -0.00494 0.32585 -0.01835 -0.01605 0.25905 -0.01381 0.4689 -0.04071 0.16178 -0.02568 -0.0821 0.0583 -0.03532 0.35508 0.07686 -0.05109 0.36612 0.22711 0.40398 0.32118 -0.04026 -0.01649 0.20758 -0.02541 -0.46764 0.28565 0.0124 0.20724 0.03592 -0.17899 0.01471 0.32367 -0.03447 0.2369
90 1.15478 -0.01889 -0.01013 -0.64572 -0.00788 -0.10437 1.2143 -0.06718 0.2681 0.00352 1.09523 0.84262 -0.04265 1.09505 0.85461 0.01455 1.0278 -0.18712 1.13228 -0.06564 -0.60396 0.01959 -0.20546 1.13448 -0.04305 0.1792 -0.01264 -0.514 7e-04 -0.07844 1.01553 -0.11762 0.24696 0.00263 -0.55267 -0.74027 0.15341 -0.49673 -0.19634 -0.5506 -0.13591 1.14695 -0.0121 0.27092 0.00487 1.00582 -0.24408 0.29456 -0.062 1.08224 -0.02566 1.15122 0.16802 -0.05073 0.1824
91 0.0866 -0.03484 -0.34545 0.03754 -0.02362 -0.00403 0.09817 -0.04989 -0.84198 -0.03275 0.07283 0.60053 -0.03175 0.07708 0.21026 0.03528 0.06896 0.90745 0.09494 -0.33417 0.06122 -0.00045 0.00559 0.10135 -0.03261 -0.84079 -0.08499 0.35431 -0.3539 0.1106 0.65818 -0.29362 -0.31559 -0.34541 0.08103 0.02575 0.00111 0.1093 0.79707 0.11145 -0.01146 0.08157 -0.02248 -0.86035 -0.06458 0.24216 0.01661 -0.30142 -0.02119 0.12029 0.73678 0.09533 -0.78326 -0.06728 -0.73884
92 -0.01476 -0.00649 -0.01516 -0.27258 0.00277 -0.09591 -0.44145 -0.04899 -0.47793 -0.02309 -0.05011 -0.0774 0.08836 -0.01845 0.14941 0.12376 0.02881 0.45289 0.02306 -0.05062 -0.38193 -0.00236 -0.08487 -0.40045 -0.01264 -0.4452 -0.04015 -0.11966 -0.00578 -0.01806 -0.47568 -0.05161 -0.34536 0.01286 -0.3029 -0.12584 0.20847 -0.34333 0.10019 -0.24787 -0.06794 -0.41962 -0.04064 -0.44828 -0.02421 -0.34666 -0.08293 -0.28108 -0.0871 -0.28818 0.13525 -0.46115 -0.36142 -0.10514 -0.50156
93 -0.34713 -0.01945 -1.0489 -0.00511 -0.00635 -0.18123 -0.12165 0.09593 0.18396 -0.02707 -0.28558 0.13896 0.29437 -0.27202 -0.12197 0.08538 -0.32228 -0.01282 -0.3827 -1.05312 -0.01411 0.00292 -0.21382 -0.09304 0.06455 0.0856 -0.01849 0.79448 -1.03156 -0.12192 0.11922 -1.01497 0.11049 -1.03215 -0.02376 0.23744 0.12684 -0.12303 -0.04297 0.00375 -0.18021 -0.05977 0.06419 0.11875 -0.01955 0.05293 -0.20545 0.15333 -0.25791 -0.13998 -0.00445 -0.16133 -0.05766 0.09877 0.17175
94 0.04657 -0.04765 -0.1064 0.25532 -0.05249 -0.01 -0.11376 -0.07161 -0.4018 -0.00889 0.07074 -0.0607 -0.04179 0.08023 0.00921 0.04543 0.19529 0.24545 -0.03031 -0.08563 0.27919 -0.01451 -0.08546 -0.15645 -0.05856 -0.36672 -0.04491 0.07499 -0.0668 -0.19059 -0.157 0.02177 0.10746 -0.25208 0.27329 0.2382 0.00553 0.43173 0.48854 0.22001 -0.09664 -0.11551 -0.07536 -0.34041 -0.03918 -0.129 -0.09229 -0.49335 -0.03369 0.03912 0.09126 -0.21818 -0.17989 -0.02191 -0.47144
95 0.15143 -0.02381 -0.56089 0.38419 -0.03494 -0.13563 0.28121 -0.04742 -0.05526 -0.07624 0.12724 0.80928 -0.24352 0.13101 0.41078 -0.02891 0.17026 0.35104 0.20395 -0.5217 0.37774 0.00261 -0.14668 0.29176 -0.00962 -0.09169 -0.03769 0.66796 -0.6359 -0.35471 0.86449 -0.4341 -0.13603 -0.65517 0.34418 0.63822 -0.19613 0.41974 0.81245 0.51997 -0.17628 0.25802 -0.00331 -0.13398 -0.0548 0.58473 -0.14977 0.02711 -0.14644 0.34324 0.55259 0.32688 -0.08113 -0.04169 -0.1206
96 -0.8952 -0.11708 -0.63178 0.41657 -0.10267 -0.0969 -0.73643 -0.05589 -0.48867 -0.06005 -0.86982 -0.51253 0.95819 -0.88965 -0.7442 -0.00358 -0.80283 -0.30633 -0.93053 -0.46953 0.64811 -0.04278 -0.24285 -0.77759 -0.05601 -0.42634 -0.14559 1.01282 -0.54153 -0.67506 -0.52309 -0.5396 -0.17711 -0.69679 0.59099 0.25653 0.75489 0.54782 0.86226 0.34327 -0.21628 -0.78611 -0.05198 -0.46787 -0.12799 -0.56676 -0.13983 -0.34046 -0.13426 -0.67898 -0.31402 -0.76323 -0.43727 -0.07163 -0.56714
97 0.14174 0.03433 -0.02335 -0.00355 0.01096 0.02971 0.37198 0.05065 -0.56895 -0.00159 0.0877 0.16397 -0.07028 0.07993 0.22732 -0.06654 -0.04646 0.44524 0.19795 -0.12447 -0.00411 0.00238 0.09736 0.3162 0.03929 -0.56198 0.02884 0.19185 -0.05758 -0.06938 0.32291 -0.13932 0.16279 0.01387 0.00505 -0.14592 -0.19336 -0.11255 0.52098 0.00274 -0.00436 0.30924 0.00387 -0.45759 -0.00426 0.38213 0.03159 -0.70068 0.03593 0.16187 0.5241 0.4116 -0.52045 0.01034 -0.54774
98 0.32884 0.01033 -0.52471 0.00945 -0.00379 0.17218 0.37067 0.01829 -0.55261 -0.02915 0.10257 -0.66784 -0.34785 0.21915 0.25489 -0.02093 0.14097 -0.61055 0.30274 -0.59065 -0.12353 0.01002 0.24341 0.20473 0.00136 -0.6035 -0.04917 0.23848 -0.47567 -0.6995 -0.84137 -0.63624 -0.43983 -0.51903 -0.05289 -0.18431 -0.47092 -0.12186 0.31331 0.01699 0.23337 0.30686 0.00801 -0.58543 -0.04028 0.32358 0.2295 -0.52049 0.18833 0.2215 -0.76893 0.3153 -0.61304 -0.04242 -0.58526
99 0.80596 0.00626 0.33976 0.13287 -0.00812 -0.02471 0.03954 0.00228 -0.8863 -0.01376 0.68385 -0.09984 -0.45493 0.72541 0.67028 0.44543 0.71242 0.44476 0.77116 0.21044 0.09065 0.00018 -0.02675 0.00494 -0.00487 -0.91699 0.01779 -0.24867 0.23549 0.52259 0.39196 0.2211 0.45725 0.39743 0.09178 0.12705 0.33524 0.12779 0.93563 0.14353 -0.05927 -0.01026 0.00339 -0.91629 -0.01382 0.09482 -0.0441 -0.58515 -0.07241 -0.0171 -0.15505 -0.0013 -0.89262 0.0017 -0.93075
100 0.64115 -0.19559 0.56859 0.74561 -0.23242 0.28036 0.4571 -0.15601 -0.20175 -0.10697 0.69137 0.1611 -0.16586 0.53851 0.18682 0.22717 0.62388 0.67443 0.65135 0.49885 1.0226 -0.10746 0.04844 0.57042 -0.03572 -0.25071 -0.25953 0.42935 0.56725 0.18518 0.22069 0.53909 0.55049 0.51485 1.08952 0.31714 0.04031 0.98456 1.23358 0.8581 -0.01153 0.43747 -0.10633 -0.20553 -0.30706 0.29903 0.03827 0.01892 0.13934 0.46879 0.5261 0.55776 -0.22899 -0.24385 -0.18289
101 -0.10568 -0.03055 -0.37658 0.98267 -0.02151 -0.1163 0.07674 -0.02304 -0.02352 -0.04675 -0.11353 0.24673 -0.46832 -0.13307 0.06167 -0.00078 -0.04614 -0.08434 -0.0695 -0.39393 0.99331 -0.01737 -0.16611 0.0322 -0.01233 -0.0399 -0.01203 0.80586 -0.41446 -0.00825 0.26144 -0.29967 -0.16582 -0.35648 0.91588 1.15422 -0.66444 1.0357 1.01101 0.9003 -0.19154 0.10513 -0.0146 -0.05807 -0.02389 -0.0123 -0.12909 0.06 -0.24234 0.09573 -0.02678 0.04554 0.01844 -0.00859 -0.17313
102 -0.02175 -0.0292 -0.0275 0.43211 -0.00833 0.00513 0.32316 -0.01667 0.5938 -0.02734 0.02397 0.10476 -0.16965 0.0122 -0.0137 -0.02354 0.04158 -0.51733 0.01 -0.06211 0.46478 -0.01017 -0.05314 0.33779 -0.00043 0.53184 -0.05267 0.31433 -0.0191 0.03787 0.47043 -0.03113 0.34169 -0.07048 0.44779 0.47583 -0.24184 0.4647 0.04214 0.43548 -0.01572 0.34824 -0.00494 0.53772 -0.04321 0.4145 -0.01918 0.4603 0.00048 0.376 -0.12374 0.36149 0.54973 -0.03276 0.55083
103 -0.40285 -0.05507 -0.76817 0.15344 -0.04064 0.07942 -0.60378 -0.01217 0.62408 -0.03495 -0.44958 -0.36637 0.31336 -0.4828 -0.20946 -0.19759 -0.4423 0.37661 -0.41443 -0.68295 0.06538 -0.00156 0.04015 -0.48237 -0.01656 0.52814 -0.06695 0.21741 -0.71607 -0.55677 -0.1885 -0.72269 0.371 -0.81222 -0.02777 0.06567 0.04397 0.08599 -0.26733 0.17839 0.03503 -0.44888 -0.054 0.38555 -0.06994 -0.5607 0.11381 0.54835 -0.05147 -0.52621 0.1032 -0.6496 0.46717 -0.02427 0.57417
104 -1.04809 -0.02555 -0.57678 -0.00213 3e-05 -0.84185 -0.41267 0.00723 0.67667 -0.00517 -0.99681 -0.21629 0.79522 -1.03802 -0.07051 -0.36625 -1.08196 -0.58251 -1.02515 -0.47074 0.06095 -0.02593 -0.78729 -0.55523 -0.01574 0.68921 -0.04677 0.22865 -0.49042 -0.13378 -0.26864 -0.48244 -0.67119 -0.53897 0.01989 0.51204 0.35221 0.02788 -0.79021 -0.0158 -0.76382 -0.48467 -0.00482 0.73394 -0.00938 -0.02831 -0.78064 -0.67474 -0.73488 -0.54201 0.10865 -0.38649 0.71161 -0.01195 0.60533
105 -0.73593 0.00859 -0.81261 -0.91624 0.01283 0.14048 0.03875 0.03316 0.65094 0.02984 -0.65608 -0.22822 -0.13149 -0.66663 -0.9888 0.21991 -0.74427 -0.2092 -0.79386 -0.73247 -0.80533 0.00342 0.21217 0.07227 0.01183 0.6622 0.03083 -0.1303 -0.75806 -0.8242 0.09902 -0.76119 -0.16623 -0.81041 -0.80022 -1.21756 -0.01666 -0.94157 -0.63402 -1.04921 0.21521 0.05852 0.02255 0.68197 0.03736 -0.3232 0.17987 0.38939 0.09114 0.0168 -0.37445 0.03002 0.5607 0.02962 0.58738
106 0.00729 0.02786 0.22393 0.10465 0.08142 0.07124 0.3557 0.00743 0.55852 -0.00204 0.04755 0.13471 0.09304 0.04921 -0.00618 0.26491 -0.01708 0.36251 0.09002 0.26195 0.12228 0.03238 0.03469 0.36679 -0.02013 0.55769 0.0292 -0.14416 0.11349 -0.12198 0.17475 0.03196 0.1162 0.17159 -0.09605 -0.11332 -0.08249 -0.09077 -0.31572 0.15459 0.02295 0.25911 0.02022 0.37116 0.04866 0.20405 -0.05573 0.12858 0.16672 0.21475 0.09366 0.32224 0.28435 -0.00891 0.44056
107 -0.39357 0.00573 0.69644 0.02084 0.01075 0.00856 -0.46311 -0.00062 -0.15669 -0.00442 -0.37103 -0.93598 0.07 -0.32815 -0.51355 0.14586 -0.39528 -0.35898 -0.37049 0.70428 -0.02803 0.00567 0.02741 -0.41639 -0.00158 -0.09931 -0.00232 -0.52926 0.70641 0.50586 -0.76521 0.67449 -0.64672 0.71679 -0.01378 0.01687 0.14665 -0.03553 0.21135 0.04134 0.03837 -0.37523 0.00584 -0.09733 0.00055 -0.58954 0.00658 -0.26386 0.01791 -0.42777 -0.27422 -0.45169 -0.12887 -0.00807 -0.14273
108 -0.55855 -0.02111 -0.14513 -0.05767 -0.00734 0.04099 -0.47578 -0.00879 0.22499 0.01349 -0.54101 -0.05136 0.38494 -0.57973 -0.64978 0.00736 -0.53179 -0.37686 -0.57186 -0.06777 -0.02451 -0.00205 0.02795 -0.47188 0.00454 0.25618 0.00517 0.10415 -0.14741 -0.15983 -0.05999 -0.1493 -0.14658 -0.12461 -0.08232 -0.11498 0.32299 -0.05622 -0.26677 -0.08669 0.01192 -0.49717 0.0107 0.21451 0.00632 -0.6132 0.02834 0.14945 -0.00979 -0.42617 -0.39814 -0.52298 0.21505 0.01517 0.17147
109 0.03274 -0.09069 -0.48803 0.15845 -0.05409 -0.05534 0.38357 -0.01711 -0.16374 -0.02869 0.09437 0.56192 0.04735 -0.03719 0.16532 -0.0539 -0.04375 0.40189 0.06945 -0.46185 0.17001 -0.06213 -0.14738 0.48346 -0.02537 -0.18063 -0.11499 0.66727 -0.61396 -0.41403 0.53443 -0.57076 0.00397 -0.42227 0.08143 0.28676 -0.08755 0.05457 0.42517 0.24455 -0.1769 0.32328 0.009 -0.31104 -0.09266 0.55558 -0.09144 -0.10334 -0.02932 0.34108 0.54024 0.40706 -0.26673 -0.06542 -0.08315
110 -0.85083 0.03299 -1.34884 -0.52564 0.02332 0.1466 -0.45098 0.03654 -1.08667 0.00509 -0.74274 -0.18092 0.20142 -0.77885 -0.75807 0.20993 -0.75778 -0.1555 -0.81932 -1.30743 -0.45729 0.01208 0.18122 -0.36196 0.00048 -1.07916 0.01321 0.84252 -1.31019 -1.15107 0.71601 -1.29818 0.2042 -1.11459 -0.45993 -0.70207 0.12325 -0.44123 0.45221 -0.55449 0.18163 -0.38004 0.01789 -1.01138 -0.00413 -0.57394 0.22183 -1.04378 0.21112 -0.36147 0.371 -0.51965 -1.06509 0.03102 -0.941
111 -0.20948 -0.07108 -0.89487 0.12065 -0.05438 0.01705 -0.09626 -0.02599 -0.11356 -0.01296 -0.12233 0.46362 -0.28683 -0.11285 -0.30817 0.16094 -0.17864 -0.10182 -0.2211 -0.6091 0.12148 -0.05377 -0.09669 -0.14202 -0.02137 -0.20756 -0.10483 -0.2293 -0.65919 -1.03699 0.2779 -0.73897 -0.82247 -0.97977 0.24517 0.09865 0.07314 0.12977 0.29994 0.05982 -0.05027 -0.05418 -0.02096 -0.09966 -0.10198 -0.01982 -0.04091 -0.06225 0.01953 -0.10361 0.16511 -0.09272 -0.14507 -0.06207 -0.14846
112 -0.07308 -0.03351 -0.54349 -0.28279 -0.05421 0.10566 0.24808 -0.02079 0.35177 0.03439 -0.19607 0.53916 0.20042 -0.11467 -0.21469 -0.02849 -0.01467 -0.37766 -0.19725 -0.64842 -0.43462 -0.02163 -0.01005 0.2118 -0.05804 0.30581 -0.0565 0.36851 -0.5686 -0.30182 0.65886 -0.42979 -0.07022 -0.4597 -0.27318 -0.4485 0.05386 -0.18691 -0.57149 -0.31606 0.04965 0.30952 -0.07469 0.41215 -0.04533 -0.0152 0.09703 0.14883 0.08797 0.34883 -0.11488 0.11875 0.3714 -0.02256 0.36918
113 0.52667 -0.01571 -0.37988 0.64833 -0.00913 -0.03369 0.72503 -0.01194 0.42694 -0.01268 0.48951 0.48823 -0.10007 0.44529 0.54684 -0.01681 0.49074 -0.02723 0.52683 -0.39231 0.65442 -0.01 -0.03896 0.66251 0.00248 0.42695 -0.01761 0.79013 -0.4325 -0.22953 0.34563 -0.38101 0.0581 -0.3798 0.61904 0.65585 -0.28557 0.65515 0.0704 0.65378 -0.05873 0.63938 -0.00664 0.35633 -0.00792 0.69821 -0.0291 0.41811 -0.0299 0.62489 -0.09623 0.71466 0.37442 -0.01385 0.38166
114 -0.64029 0.03986 -0.76144 -1.23122 0.05391 0.07761 -0.29568 0.10939 -0.72875 0.00161 -0.67145 0.24176 0.55503 -0.70638 -0.72742 0.12045 -0.70053 -0.11727 -0.61364 -0.60999 -1.06673 0.07075 0.1465 -0.34957 0.05999 -0.57433 -0.0248 0.28032 -0.71981 -0.73528 0.37328 -0.68817 -0.09503 -0.6689 -1.15688 -1.04266 0.89706 -0.99956 -0.29145 -1.18749 0.1074 -0.4583 0.03588 -0.66597 0.02633 -0.40793 0.18487 -0.59537 0.10502 -0.44041 0.38727 -0.28588 -0.58334 0.04144 -0.66306
115 0.15964 -0.01074 -0.04 0.05305 -0.00955 0.03167 -0.12628 -0.02594 0.1016 -0.0263 0.12181 0.16386 -0.06966 0.14863 0.11785 0.00848 0.19272 0.14434 0.1602 -0.02576 0.11108 -0.00547 0.04025 -0.15892 -0.0153 0.13899 -0.02892 0.12472 -0.02746 -0.03245 -0.05636 -0.0756 -0.04868 -0.03632 0.08274 -0.10014 0.13572 0.06567 -0.17791 0.08859 0.035 -0.138 -0.0121 0.13871 -0.03758 -0.19282 -0.00308 0.03688 0.03165 -0.08844 -0.19907 -0.11141 0.09813 -0.04234 0.07309
116 -0.29479 0.0404 0.90133 -0.18584 0.03421 0.44183 -0.2837 0.04128 0.10339 0.10794 -0.26145 -0.90063 0.15215 -0.27935 -0.78935 0.01605 -0.2288 -0.41616 -0.40553 0.89335 -0.13506 0.00881 0.51784 -0.26789 0.02668 0.21296 0.20193 -0.7781 0.93689 0.45272 -0.65731 0.94188 0.80324 0.70997 -0.12865 -0.71849 0.26928 -0.14085 -0.3225 -0.37791 0.54342 -0.29258 0.00884 0.16042 0.18403 -0.67153 0.49317 0.16422 0.32083 -0.26459 -0.33062 -0.39381 0.13126 0.15264 -0.00459
117 -0.09862 0.00612 0.59814 -0.16357 0.00793 -0.02408 -0.06463 0.00834 0.00081 -0.00217 -0.11672 -0.48763 0.37896 -0.10276 -0.03286 0.00953 -0.11146 -0.01656 -0.07459 0.5953 -0.11385 -0.00182 0.01194 -0.05896 -0.00031 0.03132 0.00173 -0.55428 0.56519 0.56773 -0.37458 0.60829 0.54762 0.5818 -0.10784 -0.14905 0.14921 -0.11237 -0.24884 -0.17196 0.02757 -0.03798 3e-04 0.03714 0.00201 -0.02676 0.02717 -0.09363 -0.03427 -0.04263 -0.07294 -0.05557 0.03403 0.00234 -0.01478
118 0.65215 -0.00205 -0.17446 -0.17142 -0.00767 0.1385 0.47493 -0.00084 0.37195 0.0023 0.71286 -0.3614 -0.49136 0.69267 0.31878 -0.08931 0.68532 0.12396 0.64478 -0.05136 -0.18096 -0.00144 0.11465 0.49875 -0.01226 0.38173 -0.00512 0.26418 -0.11671 -0.54988 -0.72468 -0.1317 -0.62353 -0.12771 -0.19702 -0.03478 -0.62926 -0.18367 -0.32498 -0.18234 0.12454 0.49349 -0.00693 0.36065 -0.01575 0.19222 0.13991 0.17357 0.18334 0.48697 0.16162 0.5036 0.38685 -0.0034 0.38622
119 -0.50909 0.00605 -0.09159 -0.17812 0.0091 0.01711 0.3577 0.02066 -0.05701 0.01018 -0.4746 -0.47974 0.34707 -0.50142 -0.5279 0.37657 -0.45949 0.39949 -0.53819 -0.06018 -0.20785 0.00796 0.01268 0.32646 0.00992 -0.10215 0.02624 -0.26473 -0.07733 -0.15303 0.39141 -0.01845 0.0372 -0.1524 -0.19712 -0.22113 0.03898 -0.19347 0.09361 -0.20719 0.0175 0.32826 0.01042 -0.08493 0.02781 0.43468 0.02368 -0.02249 0.01023 0.30685 -0.1087 0.32981 -0.1062 0.0398 -0.07175
120 0.63642 0.00198 -0.9012 0.97174 -0.00856 0.00521 0.36813 -0.00655 -0.86653 0.00536 0.5539 0.4816 -0.11033 0.56242 0.69972 -0.20504 0.53108 -0.04699 0.58982 -0.89562 0.93308 0.00087 0.01848 0.29324 -0.00681 -0.83731 0.00282 1.42153 -0.98613 -0.77487 0.78599 -0.87887 -0.18014 -0.88446 0.89309 0.95121 -0.98603 0.76616 0.47171 0.93059 -0.0209 0.36617 0.00849 -0.89785 -0.00344 0.47524 -0.00342 -0.87331 -0.01812 0.30979 0.53475 0.30207 -0.85129 -0.01932 -0.93507
121 0.82314 0.00963 0.19705 0.92857 -0.0024 0.12634 -0.50543 -0.00993 -0.75555 -0.01673 0.83113 0.71983 0.136 0.76099 0.7047 -0.22833 0.81769 1.23195 0.82752 0.25131 0.98949 -0.00095 0.23219 -0.39452 -0.00478 -0.67647 -0.00275 0.48652 0.24582 0.06559 -0.59473 0.20156 -0.70186 0.11187 0.87982 0.39745 -0.75441 0.95528 0.4819 0.89463 0.17722 -0.46294 -0.00996 -0.72841 -0.04681 -0.60006 0.2027 -0.44689 0.05165 -0.43384 0.36935 -0.49487 -0.70397 -0.02731 -0.70822
122 -0.07062 0.00184 0.29104 0.1711 -0.00528 -0.15772 0.5519 0.00903 0.52907 -0.02092 -0.05848 -0.1837 0.0981 -0.07333 0.10271 -0.28423 -0.08947 -0.36759 -0.01333 0.2309 0.15666 0.00542 -0.14959 0.49504 0.01143 0.54904 -0.00711 -0.19731 0.29139 0.01996 0.20209 0.29231 -0.00805 0.24551 0.15559 0.25113 0.0175 0.21016 -0.22381 0.21306 -0.10472 0.49838 0.00426 0.5119 -0.0136 0.53369 -0.0745 0.20577 -0.11097 0.47077 0.12411 0.59017 0.55338 0.01691 0.54471
123 -0.6132 -0.01238 1.58774 0.80717 -0.00581 -0.06049 -1.09558 -0.01758 -0.89348 -0.02216 -0.54696 0.34703 0.32815 -0.61809 -0.50745 -0.0605 -0.56128 -0.0096 -0.58298 1.57323 0.79666 -0.01171 -0.04597 -1.04445 -0.00497 -0.83395 -0.04525 -0.86179 1.57097 1.31089 0.3382 1.59547 -0.25193 1.51855 0.84647 0.71629 0.67539 0.72364 0.11689 0.80476 -0.07896 -1.10809 -0.01674 -0.8837 -0.03385 -0.87476 -0.05615 -0.67072 -0.058 -1.03816 0.03352 -1.00897 -0.83906 -0.05404 -0.81361
124 -0.24983 -0.02163 0.13779 0.22154 -0.02331 0.13108 -0.14545 -0.0244 0.1194 -0.01723 -0.22826 -0.25331 0.12878 -0.24477 -0.3617 0.02901 -0.22744 -0.15524 -0.21155 0.21345 0.3066 -0.00641 0.1328 -0.1606 -0.0205 0.09636 -0.03798 -0.02998 0.17907 0.11768 -0.22594 0.14024 -0.28149 0.14735 0.25143 0.15429 -0.02889 0.2265 -0.22165 0.26655 0.09182 -0.17757 -0.02035 0.04963 -0.03811 -0.2104 0.11644 0.03369 0.08586 -0.14614 -0.08161 -0.14495 0.06807 -0.03449 0.05257
125 -0.27749 -0.0062 -0.59572 0.04708 0.0052 -0.05233 -1.00243 -0.0049 -0.22072 -0.02367 -0.1739 0.07109 0.16785 -0.17297 -0.16241 0.42632 -0.22288 -0.14307 -0.08764 -0.5983 0.12349 -0.00366 -0.03663 -0.90083 -0.00076 -0.10159 -0.01238 0.30706 -0.58907 -0.64239 -0.37279 -0.61596 -0.62288 -0.52393 0.12321 0.14176 0.92289 0.1212 0.30367 0.22025 -0.02217 -0.89849 0.01254 -0.07947 -0.00633 -0.80944 -0.02954 -0.20032 0.04497 -0.93375 -0.29872 -0.74384 -0.11622 0.01314 -0.02622
126 0.13626 0.0154 0.56974 -0.02668 0.0132 -0.25688 0.19952 0.01701 -0.52993 -0.02192 0.15436 -0.35465 -0.08023 0.16265 0.57254 0.01492 0.14073 0.13799 0.27771 0.66481 -0.01735 -0.00186 -0.2149 0.2026 -0.01464 -0.49314 -0.02943 -0.68888 0.67956 0.44262 -0.01959 0.63904 -0.73314 0.56699 -0.02501 0.35961 -0.0784 -0.01471 0.36909 0.04299 -0.26824 0.19569 -0.00397 -0.50754 -0.04491 0.57883 -0.23757 -0.33446 -0.13143 0.19204 0.30748 0.2853 -0.38359 -0.03554 -0.44096
127 0.03761 -0.09768 0.69724 0.12137 -0.08014 -0.27542 0.18272 -0.09543 0.37692 -0.07329 -0.04607 -0.47905 0.00697 -0.07937 0.54071 0.04038 0.05885 -0.26328 0.18821 0.47767 0.06211 -0.01008 -0.45831 0.09314 -0.0293 0.23189 -0.11398 -0.52453 0.57408 0.35252 -0.27729 0.48644 0.07713 0.6722 0.0714 0.39965 0.01101 0.08006 -0.29796 0.20072 -0.42283 0.02506 -0.02329 0.2661 -0.11703 0.71208 -0.40312 0.22287 -0.16208 0.17456 -0.04552 0.3313 0.23423 -0.08688 0.3661
128 -0.17796 -0.04061 -0.05745 -1.0663 -0.01792 -0.09707 -0.05007 -0.04657 -0.45448 -0.03298 -0.11093 -0.06814 0.7445 -0.12601 -0.08583 0.104 -0.10236 0.36372 -0.1426 -0.08633 -1.0722 -0.00784 -0.19534 -0.03367 -0.02132 -0.53118 -0.10121 -0.72017 -0.07214 -0.0778 0.07759 -0.04911 -0.14082 -0.09215 -1.08297 -0.8164 0.94642 -0.99707 -0.45846 -0.98117 -0.16881 -0.04306 -0.02631 -0.51774 -0.06954 0.10241 -0.18258 -0.29755 -0.07944 -0.07319 0.54357 0.00024 -0.47194 -0.11213 -0.43112
129 -0.38863 -0.00317 0.0395 -0.01554 0.00802 0.02901 -0.39343 0.02793 0.16467 0.00951 -0.38011 -0.43947 0.24238 -0.38579 -0.54557 -0.01787 -0.3831 -0.66109 -0.40023 0.03496 -0.02662 0.00385 0.00036 -0.4017 0.00595 0.15819 -0.00818 -0.08653 0.07265 -0.07274 -0.25125 0.12998 -0.18884 0.06477 -0.04447 -0.07985 0.24844 -0.00496 -0.32717 -0.01196 0.04201 -0.42556 0.00204 0.20629 0.00414 -0.48155 0.04462 0.08104 0.02652 -0.40429 -0.62248 -0.40671 0.22242 0.02471 0.15321
130 -0.47261 -0.0035 -1.21429 -0.08159 0.00469 -0.05046 0.05178 0.00592 0.23253 -0.00718 -0.46188 0.64222 0.27788 -0.45514 -0.4033 0.01699 -0.47396 -0.48789 -0.4406 -1.11446 0.01273 -0.00752 -0.04207 0.05228 -0.00578 0.27576 -0.01098 0.81375 -1.13967 -1.13666 0.64376 -1.10227 -0.96735 -1.18992 -0.00134 -0.09306 -0.04042 -0.02219 -0.47468 -0.0827 -0.03581 0.05861 -0.00276 0.25324 -0.00044 0.11183 -0.04723 0.10601 -0.02833 0.01784 -0.1882 0.09587 0.2371 -0.00243 0.23632
