0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55
41 -0.33603 0.02495 -0.26296 -0.22712 0.0356 -0.22457 -0.28731 0.02362 -0.72351 0.00441 -0.3989 -0.13021 -0.19277 -0.42421 -0.09843 0.14435 -0.40942 0.03096 -0.30548 -0.35646 -0.31202 0.01777 -0.24023 -0.27768 0.01649 -0.80749 0.04807 0.24623 -0.33597 -0.22573 0.07105 -0.3027 -0.2276 -0.22992 -0.35626 -0.00726 -0.17492 -0.30025 0.34419 -0.32254 -0.21477 -0.3067 0.03079 -0.80365 0.0475 -0.1207 -0.25609 -0.57487 -0.18662 -0.31742 0.1521 -0.36698 -0.80188 0.03505 -0.82679
42 0.23795 0.04871 0.01719 -1.09615 0.05419 0.06025 0.3241 0.1707 -0.24429 -0.03982 0.03242 0.20432 0.34621 0.01813 0.2002 -0.19945 -0.10258 0.50454 0.115 -0.04087 -1.11206 0.01351 0.10691 0.18671 0.07013 -0.27628 0.01843 -0.79088 -0.01084 -0.036 0.1411 -0.1038 -0.04044 -0.09807 -1.11777 -1.01594 -0.76309 -1.15491 -0.749 -1.08747 0.12115 0.18665 0.10994 -0.27252 0.02019 0.32403 0.17912 -0.11765 -0.00574 0.15079 0.27944 0.23363 -0.17844 0.12593 -0.27047
43 0.12193 -0.01849 -0.79242 -0.32638 -0.02628 -0.05632 0.19983 -0.02371 -0.61404 -0.03152 0.10376 0.92562 0.24617 0.07885 0.21428 0.00873 0.10653 0.72021 0.18501 -0.9213 -0.43553 0.02279 -0.10813 0.1328 0.0043 -0.73862 -0.05096 0.47824 -0.9399 -0.62349 0.55273 -0.87925 -0.04036 -0.74095 -0.31861 -0.31864 -0.13107 -0.31065 0.21216 -0.30948 -0.09674 0.21963 -0.02309 -0.69761 -0.04589 0.20505 -0.0804 -0.49191 -0.053 0.24458 0.29552 0.24545 -0.70027 -0.02275 -0.59539
44 -0.7156 0.01204 -0.39945 0.0337 0.02097 -0.08082 -0.31976 0.04374 -0.06661 0.06314 -0.6773 -0.18189 0.50686 -0.67087 -0.72063 0.19881 -0.59816 -0.06739 -0.73984 -0.29628 0.06721 0.00023 -0.00939 -0.33532 0.0224 -0.01542 0.14868 0.30341 -0.29834 -0.28057 0.06481 -0.24577 0.21042 -0.46433 0.05474 0.03975 0.15995 0.02092 0.23014 -0.07919 -0.02814 -0.30565 0.01098 -0.06831 0.15501 -0.39027 0.09253 0.00652 -0.05668 -0.26323 -0.13714 -0.40798 -0.03949 0.21237 -0.10467
45 0.17664 -0.00839 0.16279 1.23388 -0.01142 0.12473 0.03931 -0.00951 0.4476 0.04505 0.15018 -0.07064 -0.86432 0.1339 -0.04701 -0.09375 0.13688 -0.31735 0.13167 0.15728 1.25564 0.00165 0.11066 0.07122 0.00441 0.46229 0.02694 0.7729 0.15975 0.07813 -0.19663 0.10488 0.11338 0.21834 1.24012 0.9122 -1.03077 1.20098 0.62297 1.11855 0.11828 0.04535 -9e-05 0.46302 0.0091 -0.1804 0.08444 0.25145 0.13867 0.07046 -0.48166 -0.01879 0.38767 0.03477 0.54289
46 -0.30203 0.20044 0.39094 -0.21056 0.11773 0.01039 0.18221 0.04241 0.05578 0.08015 -0.53173 -0.22013 0.00487 -0.30797 -0.20971 -0.00379 -0.34581 -0.36842 -0.23326 0.38214 -0.52745 0.0756 0.22491 -0.02487 0.07732 0.06368 0.14829 -0.4314 0.45708 0.43583 -0.07747 0.38483 0.42368 0.55924 -0.29678 -0.21464 -0.25609 -0.32011 -0.34269 -0.27558 0.16728 0.16777 0.06263 0.10775 0.06751 0.22998 0.07178 0.06073 0.12593 0.16962 0.03246 0.27221 0.01205 0.06694 0.13248
47 0.25233 -0.00334 0.0284 0.29516 -0.00539 0.01124 0.23905 -0.00695 -0.20195 0.02051 0.22209 0.11321 -0.31867 0.23561 0.20718 -0.06656 0.23595 0.26133 0.2059 -0.0171 0.21879 -0.00062 -0.03317 0.22368 0.00257 -0.24929 0.01337 0.2755 -0.01721 -0.01239 0.16104 -0.02224 -0.13675 0.01137 0.25181 0.35025 -0.22414 0.23726 0.66626 0.26257 -0.01647 0.24902 -0.00289 -0.22285 0.0124 0.27076 -0.02044 -0.10857 0.00398 0.26528 0.49636 0.20142 -0.21574 0.01118 -0.18618
48 0.0554 -0.00653 -0.47902 0.1531 -0.00798 0.42624 -0.05765 0.41402 0.18664 0.01758 -0.00067 -0.15993 0.27211 0.02412 0.06368 0.0033 0.22863 0.00503 0.03074 -0.50638 0.11594 -0.0011 0.27491 -0.15676 0.39259 0.08245 -0.04876 0.53305 -0.48411 -0.0756 -0.20403 -0.25153 -0.19391 -0.41822 0.13516 -0.16167 0.28929 -0.44537 0.02758 0.17076 0.33628 -0.13176 0.36612 0.12968 -0.03097 0.00742 0.64486 0.4353 0.46773 -0.00085 -0.05107 -0.05688 0.04951 0.40166 0.23001
49 0.61547 0.00756 -0.05564 0.18013 -0.00135 -0.11729 1.1249 0.00616 1.29901 -0.00096 0.56774 0.44115 -0.33777 0.56854 0.58777 0.55386 0.57882 0.59654 0.59764 -0.09195 0.10407 0.00743 -0.13829 1.0968 -0.00395 1.19073 0.00503 0.33492 -0.07949 0.00384 0.94702 -0.07146 1.21194 -0.03425 0.14797 0.437 -0.85419 0.15578 -0.66666 0.20758 -0.15304 1.1192 -0.00122 1.23463 -0.00563 1.17513 -0.13048 1.29071 -0.10018 1.09157 -0.01771 1.10143 1.186 0.00428 1.28828
50 -0.0021 -0.00939 -1.13297 0.16826 -0.0182 -0.72319 0.54855 0.15958 -0.44826 -0.18064 -0.01991 0.88392 -0.15531 -0.01018 0.54608 -0.19448 -0.14939 0.34223 0.20137 -1.23082 0.17919 0.00667 -0.69548 0.53816 0.1259 -0.41174 -0.23404 1.16243 -1.19208 0.00522 0.71959 -1.23194 -0.64319 -0.77905 0.14788 0.9305 -0.69239 0.03332 0.76323 0.4021 -0.75272 0.51511 0.125 -0.39778 -0.23859 0.47527 -0.5186 -0.67432 -0.69479 0.3312 0.82287 0.64039 -0.06799 -0.01957 -0.46167
51 1.02228 0.01571 -0.01823 0.0779 0.02613 0.07664 0.80974 0.05149 -0.29549 0.13106 0.99985 0.67561 -0.73048 0.93136 0.58692 -0.16343 0.94192 0.73933 0.75767 0.04463 0.07985 0.0214 0.12979 0.7633 0.03957 -0.25666 0.14838 0.08994 0.02897 0.04698 0.62512 0.03575 -0.03234 0.02417 0.03197 -0.11051 -0.45856 -0.01526 0.46593 -0.15898 0.11991 0.70206 0.01525 -0.20423 0.10367 0.3912 0.09883 -0.06999 0.0926 0.67611 0.78726 0.51203 -0.24194 0.09034 -0.10716
52 -0.02317 -0.01629 -0.06507 0.07834 -0.00351 -0.08658 0.35977 -0.01192 0.33915 -0.05589 0.03732 0.08298 -0.1708 0.0358 -0.06778 0.02405 0.07503 -0.3892 0.02315 -0.09881 0.01083 0.002 -0.13341 0.41091 -0.00297 0.29271 -0.04923 0.19808 -0.0934 -0.05955 0.38622 -0.04332 0.26267 -0.09545 0.05047 0.23718 -0.4326 0.10429 -0.30197 0.05958 -0.09805 0.41085 -0.01055 0.34595 -0.0274 0.19258 -0.09527 0.23159 -0.19877 0.44003 -0.11953 0.40421 0.35148 -0.04634 0.27739
53 -1.27816 0.02309 0.35884 0.35821 0.02561 0.13042 -1.46557 0.12765 0.07053 0.0402 -1.21757 -1.00469 0.7784 -1.21162 -1.30173 0.01072 -1.213 -0.85715 -1.2587 0.39127 0.34259 -0.00184 0.19544 -1.37376 0.05563 0.11481 0.06423 -0.02096 0.36866 0.25715 -1.30958 0.37074 0.02136 0.35489 0.20555 0.29191 0.65655 0.12895 0.30189 0.30711 0.17122 -1.28407 0.05959 0.04135 0.01077 -1.49543 0.27359 0.05165 0.14474 -1.28247 -1.13379 -1.40086 0.11687 0.11199 0.058
54 0.02096 0.18561 0.13964 -0.88404 0.50076 0.09375 -0.10294 0.62794 -0.23833 0.06656 -0.23885 -0.20212 0.06211 -0.15673 0.14015 -0.29422 -0.46785 -0.45961 -0.05856 0.0757 -0.91464 0.33609 0.2427 -0.25093 0.2299 -0.51443 0.18327 -0.13374 0.31758 0.24729 -0.8106 -0.3054 -1.04718 0.0863 -1.29065 -0.75722 -0.11044 -1.10346 0.21796 -0.83284 0.47635 0.21639 0.24282 -0.41948 0.61591 -0.12696 0.38928 -0.41892 0.16242 0.05345 0.00614 -0.197 -0.65057 0.63536 -0.26124
55 0.04443 0.01628 0.02149 0.20205 0.00862 -0.03848 0.41983 0.02312 1.06739 0.00575 -0.02848 -0.00512 0.26524 -0.00498 0.06534 0.19969 0.04405 0.73421 0.02441 0.02336 0.18852 0.00436 -0.054 0.33479 0.00586 1.05267 0.00016 0.20831 0.03867 0.02365 0.1442 0.08915 0.69115 -0.03918 0.18171 0.36244 -0.22747 0.24344 -0.80501 0.22615 -0.06736 0.37016 -0.00438 1.09096 -0.00215 0.38575 -0.01706 1.07088 -0.04565 0.37255 0.25054 0.33861 1.14136 0.02922 0.9646
56 0.24924 -0.01475 -0.0402 -3e-05 -0.00251 -0.39356 -0.13804 0.02383 -0.85496 -0.01646 0.26114 0.33775 -0.08314 0.29689 0.37352 0.15938 0.28529 0.57346 0.2685 -0.01789 0.04963 -0.0085 -0.37708 -0.10332 0.02007 -0.84279 -0.03479 0.09537 -0.02437 -0.33288 -0.03456 -0.00014 -0.62852 -0.05596 0.02946 0.41837 0.13358 0.02892 0.71834 0.00195 -0.39655 -0.08678 0.01908 -0.80867 -0.02233 0.20042 -0.34247 -0.79849 -0.30103 -0.15239 0.38746 -0.10323 -0.74193 0.01202 -0.84538
57 -0.01194 -0.01986 -0.20485 -0.16132 -0.01704 0.21707 0.03028 0.0502 -0.00126 0.07107 -0.01556 0.20755 0.18518 -0.02473 -0.18541 0.07177 -0.07593 0.01285 -0.08848 -0.24226 -0.1937 0.00031 0.14967 0.0701 0.06277 -0.1251 0.00833 0.05656 -0.20171 -0.09216 0.37284 -0.05141 0.02237 -0.13402 -0.16767 -0.54769 0.23344 -0.07881 -0.18182 -0.26725 0.19719 0.04153 0.04535 -0.11645 0.02813 -0.11713 0.34102 0.16293 0.17091 -0.08195 0.181 0.00905 0.10297 0.16124 0.00039
58 0.29011 0.01107 -0.56306 0.28382 0.01022 0.41141 1.16881 0.01774 0.90228 0.02635 0.16948 0.64427 -0.02281 0.2626 -0.1105 -0.02327 0.28548 -0.49484 0.25963 -0.65319 0.18881 0.01441 0.34064 1.05555 0.01083 0.82128 0.0718 0.54018 -0.58955 0.26221 1.25343 -0.57548 0.59219 -0.53408 0.25798 -0.1217 0.0704 0.34274 -0.22717 0.24703 0.3836 1.13692 -0.00022 0.93752 0.07757 0.27005 0.47307 -0.13738 0.29695 1.12677 0.06736 1.12802 0.96919 0.09264 0.83034
59 -0.22004 0.00442 1.34058 -0.91863 0.00472 -0.05505 -0.20374 0.00125 -0.22019 0.00446 -0.18172 -0.96866 0.23408 -0.22158 -0.1747 0.07074 -0.20908 -0.09636 -0.26339 1.2862 -0.86742 0.02236 -0.10794 -0.1458 0.01308 -0.31408 0.04933 -1.06913 1.33697 1.088 -0.82672 1.26638 0.51964 1.29223 -0.92197 -0.97264 0.04777 -0.94152 -0.61029 -0.98518 -0.10863 -0.1986 0.00756 -0.25825 0.0267 -0.14616 -0.12927 -0.19579 -0.09978 -0.18839 -0.11264 -0.24222 -0.34476 0.0226 -0.26608
60 -0.74598 0.04223 0.23754 -0.07943 0.02584 -0.11555 0.61176 0.15 0.74765 0.0629 -0.7197 0.47495 0.63772 -0.77346 -0.36128 0.66546 -0.59906 0.59536 -0.82422 0.21304 -0.09954 0.00384 -0.06971 0.56706 0.09428 0.66606 0.14518 -0.24243 0.18051 0.33079 0.23452 0.31638 0.22489 0.08112 -0.07318 0.08325 -0.42644 -0.18693 -0.47077 -0.22118 -0.12736 0.52229 0.1142 0.64771 0.12184 0.86523 0.06276 0.9181 -0.03489 0.41895 -0.17085 0.4119 0.55702 0.23023 0.58765
61 -0.09721 -0.03274 -0.24497 0.10644 -0.01288 0.08611 0.32197 0.02691 1.08991 -0.0188 -0.08981 -0.00665 -0.18203 -0.10209 -0.05696 -0.29878 -0.1189 -0.81462 -0.03723 -0.29996 0.0322 -0.00804 0.02057 0.2372 0.00113 1.00355 -0.11816 0.25915 -0.29206 -0.26272 0.06743 -0.25545 0.19321 -0.18222 0.05623 -0.24096 -0.04226 0.15426 -0.51213 0.17337 0.11892 0.25712 0.00738 1.05902 -0.09281 0.19649 0.07892 0.05473 0.10959 0.28866 -0.14861 0.43009 1.05048 -0.0748 1.22026
62 0.25244 -0.02014 -0.17421 -0.55679 0.01573 -0.04802 0.37758 -0.01817 -0.72783 -0.00436 0.23083 0.36301 0.3046 0.16725 0.21207 -0.10505 0.28748 0.37553 0.25101 -0.18497 -0.57717 0.00142 -0.12215 0.43796 -0.00305 -0.61671 -0.03249 -0.37475 -0.0869 -0.07276 0.47134 -0.21933 -0.78935 -0.18468 -0.44167 -0.31706 0.38713 -0.61466 -0.50926 -0.58052 -0.0279 0.33865 0.01059 -0.53124 0.01715 0.22626 -0.09534 -0.70225 -0.03364 0.48716 0.73244 0.35166 -0.65261 -0.01958 -0.76938
63 0.8047 0.00143 -0.50553 -1.32719 -0.00543 -0.0835 0.56223 -0.01409 -1.00441 -0.01178 0.78503 0.69847 0.65509 0.83465 0.37655 -0.44552 0.81999 0.49721 0.78745 -0.54718 -1.20275 -5e-04 -0.06756 0.49029 -0.02207 -0.96481 0.01244 -0.182 -0.54853 -0.21198 0.60997 -0.5982 -0.4226 -0.4411 -1.28288 -0.95502 0.66946 -1.17544 -0.1216 -1.31519 -0.09552 0.57113 -0.00394 -1.00232 -0.0017 0.34714 -0.11329 -0.42627 -0.06408 0.52166 0.56391 0.57234 -0.97076 0.00189 -0.93911
64 -0.13457 0.00792 -0.21238 -0.38163 0.02307 -0.09551 0.6943 0.01324 0.1844 -0.00389 -0.19696 0.16539 0.19539 -0.1813 0.00041 -0.2915 -0.17443 -0.18795 -0.1419 -0.25193 -0.44167 0.01922 -0.12407 0.63806 0.00455 0.1891 0.00186 -0.04569 -0.17988 -0.19048 0.88856 -0.21843 -0.04081 -0.19506 -0.41221 -0.18624 -0.24519 -0.4207 -0.58404 -0.35506 -0.09725 0.62303 0.01028 0.16587 0.00772 0.71795 -0.13039 0.11364 -0.0915 0.64235 0.48716 0.70329 0.18476 0.00398 0.17092
65 -0.31534 0.01829 0.10431 -0.04671 0.00301 0.0087 -0.47151 0.01894 -0.03553 0.03442 -0.30683 -0.42344 0.17024 -0.30593 -0.17832 0.18952 -0.32148 -0.25856 -0.26216 0.15155 -0.03713 0.01467 0.03686 -0.46254 0.0069 0.01831 0.05062 -0.25077 0.12968 0.10491 -0.45532 0.12957 -0.24125 0.02474 -0.02148 -0.02633 0.35438 -0.03556 -0.01837 -0.14317 0.04491 -0.45634 0.00071 -0.01591 0.02958 -0.32985 0.05024 0.00153 0.02461 -0.48923 0.07625 -0.40041 0.02429 0.04273 -0.28062
66 -0.53789 0.0138 -0.17104 0.57846 0.0215 0.40554 0.74536 0.10829 -0.09922 0.00798 -0.47244 -0.4065 -0.08022 -0.49387 -0.55808 -0.06998 -0.3694 0.00857 -0.59682 -0.1175 0.63221 0.01275 0.4604 0.78596 0.0511 -0.15617 0.03558 0.68776 -0.11751 0.1581 0.62795 0.06139 -0.09457 -0.14058 0.59169 0.04025 -0.285 0.6599 -0.05464 0.62791 0.4347 0.74835 0.06317 -0.12799 0.03271 0.13731 0.59813 0.06925 0.38531 0.7821 0.22139 0.70298 -0.19653 0.13114 -0.06721
67 -0.25357 -0.07894 -1.27213 -0.05538 -0.08447 -0.10293 0.33489 0.01502 -0.085 -0.03288 -0.25878 0.79965 0.17909 -0.22994 -0.16818 0.13667 -0.41228 0.27842 -0.19091 -1.21108 -0.10148 -0.01225 -0.23344 0.36107 0.00575 -0.1509 -0.11054 0.97299 -1.2222 -1.22974 1.05304 -1.20981 0.89751 -1.15451 -0.02621 -0.03088 -0.15966 -0.20642 0.10216 -0.0055 -0.1766 0.38861 0.0521 -0.10082 -0.08896 0.41605 -0.09439 -0.09646 -0.06185 0.27349 0.02403 0.38867 -0.25627 0.01194 -0.05964
68 0.2216 -0.0099 0.07178 0.15501 -0.0124 -0.1301 0.22011 0.0018 0.13346 -0.10863 0.1223 -0.02087 -0.00283 0.12354 0.08856 0.17627 0.1216 -0.05593 0.27569 0.05349 0.10992 -0.00548 -0.09941 0.06954 0.03892 0.11406 -0.17552 0.00895 -0.00499 0.24731 0.09118 0.09022 -0.05934 0.0694 0.10421 0.11647 -0.05009 0.16183 -0.03571 0.07661 -0.15047 0.09141 0.02944 0.08389 -0.15179 0.08179 -0.08476 -0.10877 -0.14259 0.21858 -0.06015 0.12583 0.14154 -0.10841 -0.10199
69 0.1138 -0.02575 -0.20553 0.34424 -0.01051 -0.0133 0.50942 -0.00537 0.0691 -0.02784 0.08794 0.27322 -0.14479 0.06551 0.21485 -0.12952 0.11266 0.12826 0.14465 -0.16749 0.31699 -0.00692 -0.07614 0.428 -0.00706 0.03093 -0.07914 0.45158 -0.18919 -0.16713 0.53015 -0.15366 0.0011 -0.24974 0.32047 0.43054 -0.13646 0.36977 0.28279 0.33692 -0.04711 0.43074 -0.00709 0.04692 -0.05354 0.62986 -0.01295 0.09784 0.00869 0.49448 0.50174 0.53867 0.10138 -0.0418 0.02648
70 0.02257 0.2605 0.60414 0.0451 0.20619 0.13019 -0.4225 0.25225 0.46642 0.04766 0.03073 -0.08751 -0.2538 0.13639 0.20666 -0.04911 0.14371 -0.10691 0.0807 0.36546 0.16363 0.03038 -0.22671 -0.3578 0.03414 0.27652 0.3178 0.01383 0.38335 0.25777 -0.38673 0.33934 0.17259 0.48632 0.16075 0.3927 -0.23633 0.16273 -0.12296 -0.03664 -0.26811 -0.28059 0.0156 0.29911 0.22513 -0.0375 -0.33805 0.14304 0.18408 -0.3369 -0.51055 -0.5251 0.27626 0.22151 0.43919
71 0.9814 -0.00779 0.44002 -0.15325 -0.01707 -0.17306 -0.6652 -0.01264 -0.55844 0.00641 1.03636 -0.18633 -0.92233 1.01427 0.17248 -0.08656 1.01108 -0.35922 0.87543 0.35419 -0.16614 -0.00117 -0.20846 -0.72477 -0.00643 -0.62151 0.00012 -0.47194 0.3535 0.30176 -0.41671 0.39878 -0.39401 0.36336 -0.19966 0.01364 0.2395 -0.13372 0.50327 -0.20092 -0.22559 -0.73805 -0.01838 -0.66943 -0.01581 -0.16426 -0.17784 -0.18988 -0.17803 -0.68859 -0.00213 -0.64341 -0.54321 0.00202 -0.50497
72 -0.23023 0.9399 -0.73919 -0.12022 0.39494 -0.11836 0.20385 0.42388 0.36602 0.48674 0.04076 0.63404 0.85779 -0.54604 -0.15841 -0.15323 -0.46189 0.89205 0.04307 -0.23431 -1.07256 0.8058 0.78828 0.53351 0.6631 0.26862 0.67782 0.42125 -0.04455 -0.33002 0.35865 -0.13592 -0.10107 -0.53525 0.0089 0.11074 0.37101 -0.07168 -0.50626 -0.57749 0.17933 0.01864 0.07796 1.03751 0.7944 0.09098 0.2523 0.47982 0.37993 0.09504 0.78317 0.42643 0.93086 0.69649 0.09274
73 0.17715 -0.00854 -0.21735 0.38095 -0.0094 0.16864 0.84396 0.0805 -0.69544 0.01633 0.12879 0.06728 -0.31188 0.15733 -0.01787 0.17681 0.20269 -0.07969 0.14295 -0.22594 0.44517 -0.02039 0.18115 0.80273 0.07205 -0.69982 -0.01387 0.67341 -0.37227 -0.0178 0.74038 -0.11704 -0.06399 -0.20824 0.28034 0.29818 -0.56363 0.41039 0.50994 0.35744 0.13501 0.76866 0.04758 -0.79724 -0.01469 0.6025 0.28102 -0.52794 0.20123 0.74963 0.11788 0.81873 -0.77993 0.07656 -0.68998
74 -0.05211 -0.06589 -0.18583 0.27594 -0.01859 -0.14917 0.62408 -0.01933 0.38787 -0.02904 -0.03524 -0.02271 -0.11958 -0.0259 0.13105 -0.22869 0.01218 -0.24169 -0.00678 -0.09119 0.28948 -0.03732 -0.23059 0.56822 -0.01242 0.27936 -0.07475 0.03685 -0.09418 -0.1037 0.03273 -0.11851 -0.16245 -0.15689 0.2727 0.43767 -0.19744 0.3167 0.13379 0.30383 -0.20602 0.60569 -0.01925 0.30178 -0.03511 0.70933 -0.17389 0.34974 -0.12938 0.6507 0.20018 0.66037 0.30764 -0.02733 0.39178
75 -1.04679 -0.05754 -1.26335 -0.86078 -0.01603 -0.07318 1.01849 -0.02901 0.08353 -0.04963 -0.88846 -0.38847 0.269 -0.99708 -0.72564 0.9714 -0.94318 0.65821 -0.81245 -1.14883 -0.75822 -0.0353 -0.12447 0.98496 -0.04033 0.09779 -0.07388 0.39171 -1.29387 -0.94613 0.53547 -1.28584 0.94802 -1.15259 -0.74219 -0.8187 -0.33096 -0.74115 -0.01617 -0.77477 -0.1092 0.99724 -0.01737 0.10335 -0.07365 1.03349 -0.05787 0.24392 -0.01146 1.1175 -0.44035 1.11685 0.13273 -0.04649 0.16195
76 -0.97959 0.02036 -0.40373 -0.32033 0.00803 -0.05344 0.07248 0.03101 0.44935 0.04046 -1.03223 -0.35661 -0.00029 -0.99935 -0.69412 0.5234 -1.00108 -0.56514 -1.01575 -0.41933 -0.48834 0.03303 -0.07369 -0.01112 0.03047 0.34922 0.06202 -0.18873 -0.42722 -0.27816 0.695 -0.4329 0.22916 -0.41583 -0.40226 -0.08703 0.20073 -0.57596 -0.2524 -0.33959 -0.06685 0.01288 0.07199 0.39904 0.04147 0.22637 -0.09195 0.41525 -0.02584 0.02104 -0.28691 0.02475 0.27072 0.0669 0.46129
77 -0.02526 0.01221 -1.08114 -0.06218 0.03212 -0.22678 0.41157 0.24544 -0.04521 0.03248 0.1453 -0.10305 -0.04643 0.19438 -0.10372 0.31026 0.25687 -0.13604 0.07878 -1.09091 0.016 -0.01626 -0.25804 0.46434 0.12841 0.17942 -0.03691 -0.22485 -1.15772 -0.77159 0.57605 -1.03589 -0.5808 -1.0725 -0.02116 0.10996 -0.157 -0.06921 -0.02788 0.06081 -0.25894 0.47147 0.13127 0.07116 -0.03014 0.6383 0.05407 0.13004 -0.14427 0.28352 0.11683 0.55804 0.23015 0.23802 0.09251
78 -0.73278 0.35944 0.61311 0.20621 0.30408 0.42867 -0.75208 0.26887 -0.00199 0.21687 -0.51118 0.13636 0.63633 -0.56761 -0.44511 0.02012 -0.57629 -0.19492 -0.48232 0.20262 0.41432 0.00513 0.13611 -0.6563 0.03171 -0.06872 0.14062 0.48054 0.15407 0.27859 -0.10107 0.24307 0.48335 0.30616 0.40929 0.52843 0.59308 0.42034 0.7518 0.45984 0.09588 -0.67676 0.00113 -0.11246 0.10946 -0.57878 0.11049 -0.02243 0.20603 -0.6668 -0.29335 -0.55743 -0.17623 0.13685 0.03355
79 -0.57748 0.02547 0.16804 0.02079 0.02077 -0.07995 -0.38395 0.03744 -0.02201 0.03179 -0.5641 0.68158 0.6595 -0.5351 -0.53622 -0.13216 -0.59911 -0.29193 -0.58998 0.23535 0.04987 -0.00483 -0.10518 -0.32892 0.00592 -0.0103 0.02504 -0.11432 0.17699 0.2553 0.51625 0.12043 0.29604 0.26161 0.00813 0.14533 0.43631 -0.03487 0.06131 0.0618 -0.12566 -0.28891 -0.0097 -0.05201 0.04674 -0.35465 -0.11117 -0.07408 -0.09568 -0.34278 -0.23804 -0.3656 -0.02221 0.0637 -0.00837
80 0.78221 -0.05437 -0.37775 -0.06648 -0.0139 0.07378 -0.15608 0.01217 0.22922 -0.00649 0.78223 0.41946 -0.4669 0.76968 0.53965 0.28114 0.79106 0.46062 0.72849 -0.24518 0.02845 -0.01148 -0.00908 -0.08809 -0.00639 0.24009 -0.0542 0.4879 -0.21696 -0.43838 0.03923 -0.30871 0.04582 -0.38512 -0.00573 -0.07549 0.0917 -0.04251 -0.11867 -0.07436 0.08042 -0.09485 -0.00321 0.23806 -0.00896 -0.24991 0.06973 0.15194 0.05506 -0.1226 0.06195 -0.17465 0.16508 0.01901 0.20695
81 -0.78097 0.00466 -0.06022 -0.89193 0.02682 0.02227 -0.12429 0.45558 0.5126 0.0041 -0.76885 -0.70956 0.31386 -0.80082 -0.73752 0.44585 -0.783 -1.05459 -0.68689 -0.05047 -0.78038 0.01493 0.02953 -0.1229 0.35392 0.51316 -0.01388 -0.87795 -0.03969 -0.06412 0.00169 0.41562 0.29754 -0.02 -0.84112 -0.99358 0.67538 -0.48666 -1.08579 -0.79412 0.07467 -0.2177 0.28383 0.41976 0.0088 -0.07504 0.59617 0.38849 0.08985 -0.69469 -0.76301 -0.11599 0.45179 0.39113 0.5274
82 0.0977 0.00227 -0.423 0.11565 0.02109 -0.07455 -0.07211 0.01724 -0.31079 0.00297 0.13665 0.15673 -0.37943 0.15637 -0.11979 -0.11313 0.11924 -0.12097 0.08742 -0.45679 0.12215 -0.00315 -0.12294 -0.02775 -0.01492 -0.27169 -0.01291 0.39349 -0.38877 -0.29146 0.25429 -0.30292 -0.23151 -0.36292 0.10908 0.32778 -0.10056 0.19006 0.50034 0.1387 -0.08562 -0.03794 -0.01593 -0.26741 0.01156 -0.18827 -0.01098 -0.18754 -0.04159 -0.06195 -0.02132 -0.08741 -0.19623 0.02261 -0.34678
83 0.9917 -0.01522 0.7632 -0.08007 -0.00813 -0.06 0.66935 -0.01635 0.13507 0.01786 1.02259 0.19528 -0.30406 1.00719 0.96958 -0.30904 1.057 0.51788 0.86237 0.8275 -0.00538 -0.01319 -0.06436 0.67826 -0.00679 0.16392 0.02864 -0.05617 0.75125 0.84654 -0.08256 0.86762 0.54022 0.73612 -0.03145 0.12237 -0.34671 -0.01502 -0.1222 -0.13766 -0.08477 0.71186 -0.00616 0.18563 0.03413 0.71339 -0.0276 0.29997 -0.03867 0.64716 0.05914 0.62278 0.12634 0.01792 0.06582
84 0.01238 -0.05271 -0.07913 -0.20048 -0.04055 -0.29558 0.05551 -0.03082 0.14157 -0.14489 -0.04592 -0.13273 0.06853 -0.01953 -0.01726 -0.00037 -0.07963 -0.51533 0.05877 -0.16794 -0.31121 -0.00586 -0.3521 -0.02641 -0.01194 0.02364 -0.25255 -0.47427 -0.12905 -0.30049 -0.06743 -0.16321 0.02563 0.02686 -0.19897 -0.29582 0.00992 -0.28367 -0.40032 -0.25044 -0.31697 0.0165 -0.01955 -0.01229 -0.22118 0.07345 -0.28275 -0.09714 -0.15954 -0.02107 -0.38707 0.13103 0.05372 -0.22833 0.12223
85 -0.34507 -0.01238 -0.14959 -0.45791 -0.01056 -0.14666 0.43149 0.05963 0.86296 0.01299 -0.32061 -0.10495 0.35144 -0.33728 -0.02427 -0.16132 -0.32723 -0.64668 -0.33884 -0.15569 -0.45645 -0.00454 -0.16358 0.38233 0.05383 0.85692 -0.01687 -0.38476 -0.20782 -0.25336 0.49699 0.00774 0.63205 -0.13149 -0.36111 -0.28279 -0.08143 -0.40454 -0.80452 -0.49946 -0.15849 0.41101 0.04893 0.86257 -0.01648 0.51137 -0.11763 0.36159 -0.08348 0.29229 -0.32645 0.40347 0.74883 0.0455 0.84655
